ID	脚本	剧情块	事件ID	指令序号	指令	简体中文
2348	pic	7	00002AFB	21	12	沙鲁\n我要吸取你这强大的\n生命精华！
2349	pic	7	00002AFB	24	12	比克\n唔……最后告诉我一件事……\n拥有孙悟空和弗利萨等人气息的你，\n究竟是什么人！？
2350	pic	7	00002AFB	26	12	\n沙鲁说明了自己的身份：\n他是格罗博士留下的\n新型生命体。
2351	pic	7	00002AFB	27	12	\n拥有历代高手细胞的沙鲁，\n为了成为完全体并获得更强力量，\n正在追踪17号与18号。
2352	pic	7	00002AFB	34	12	比克\n……原来如此。\n多亏你，谜团全都解开了。\n该让我拿出真本事了。
2353	pic	7	00002AFB	39	12	\n比克让受伤的手臂再生了。
2354	pic	7	00002AFB	44	12	沙鲁\n可恶……不过，\n17号与18号我一定会得到！
2355	pic	7	00002AFB	47	12	沙鲁\n……太阳拳！
2356	pic	7	00002AFB	66	12	比克\n逃了……可恶！我大意了！\n刚才就应该直接解决他！
2357	pic	7	00002AFB	75	12	\n获得特殊能力\n“再生能力”！
2358	pic	7	00002AFB	76	12	\n使用比克时，\n在气力达到100以上的状态下，\n按下L键！
2359	pic	8	00002714	10	17	比克让沙鲁逃走了。\n他与同伴们一起寻找沙鲁，\n却始终不知其下落。
2360	pic	8	00002714	11	17	回到龟仙屋的比克面前，\n出现了18号等人。\n他们是为与悟空战斗而来。
2361	pic	8	00002714	26	12	比克\n赶紧回去吧。\n孙悟空不在这里。
2362	pic	8	00002714	29	12	17号\n是吗……\n那么告诉我们他在哪里。\n不说，就用武力逼你开口。
2363	pic	8	00002714	37	12	比克\n来试试吧。\n可不会像上次那么轻松……
2364	pic	8	00002714	41	12	18号\n17号！\n让我来。\n你在旁边看着。
2365	pic	9	00002AFC	15	12	16号\n嗯……那是沙鲁！
2366	pic	9	00002AFC	18	12	17号\n什么！？\n咕哇啊啊啊！？
2367	pic	9	00002AFC	27	12	沙鲁\n呵呵呵……值得纪念的日子\n终于来到了。\n今天就是我成为完全体的日子！
2368	pic	9	00002AFC	30	12	比克\n为了获得如此力量，\n你牺牲了多少人的生命！
2369	pic	9	00002AFC	44	17	比克为了阻止沙鲁\n发起战斗，\n却惨遭败北……
2370	pic	10	00002EE4	12	12	比克\n17号他们逃掉了吗……\n不过这样一来，\n就阻止沙鲁成为完全体了。
2371	pic	10	00002EE4	15	12	沙鲁\n（你还真敢做……\n别以为这样就结束了。\n逃走的17号归我……
2372	pic	11	00002715	10	17	沙鲁最终还是成为完全体，\n却被悟饭与悟空打倒。\n数年过去了。
2373	pic	11	00002715	11	17	随着新的邪恶——\n魔导师巴比迪与魔人布欧出现，\n世界再次陷入混乱。
2374	pic	11	00002715	12	17	贝吉塔死去，\n悟空返回另一个世界，\n悟饭也下落不明……
2375	pic	11	00002715	13	17	能够守护地球的战士，\n只剩悟天与特兰克斯融合而成的\n悟天克斯。
2376	pic	11	00002715	19	12	特兰克斯\n让你久等了！
2377	pic	11	00002715	22	12	悟天\n魔人布欧！
2378	pic	11	00002715	25	12	特兰克斯\n上吧，悟天！
2379	pic	11	00002715	28	12	悟天\n嗯！
2380	pic	11	00002715	31	12	特兰克斯\n融——……
2381	pic	11	00002715	33	12	悟天\n合！
2382	pic	11	00002715	34	14	悟天＆特兰克斯\n嘿！
2383	pic	11	00002715	62	12	魔人布欧\n呵呵呵呵……\n杀了你们！
2384	pic	11	00002715	65	12	悟天克斯\n嘿嘿～\n有本事就来试试！
2385	pic	11	00002715	68	12	比克\n别得意忘形！\n虽然不觉得自己能帮上多少，\n我也一起战斗……！
2386	pic	12	00002AFD	12	12	魔人布欧\n咕呜呜呜！
2387	pic	12	00002AFD	15	12	悟天克斯\n嘿嘿嘿！\n最后一击！
2388	pic	12	00002AFD	29	12	比克\n什么！\n融合竟然！
2389	pic	12	00002AFD	32	12	悟天\n解……！
2390	pic	12	00002AFD	35	12	特兰克斯\n除了……！
2391	pic	13	00002716	7	17	与人造人战斗后，\n比克感到自己的力量不足。
2392	pic	13	00002716	8	17	为了再次与天神融合，\n比克来到天神殿。
2393	pic	13	00002716	23	12	天神\n没想到还有一天，\n会再次与你融合。
2394	pic	13	00002716	26	12	比克\n现在的地球不需要天神。\n需要的是获得超强力量的\n我。
2395	pic	13	00002716	29	12	天神\n可以。但在那之前，\n我要先试试你是否真的\n能够拯救地球。
2396	pic	13	00002716	30	12	天神\n来吧……和他\n战斗一场！
2397	pic	14	00002AFE	18	12	比克\n竟让我做这种无聊的事。\n难道你害怕融合了？
2398	pic	14	00002AFE	21	12	天神\n……我只是测试你的力量。\n现在的地球需要强者。\n把我的灵魂交给你。
2399	pic	14	00002AFE	54	12	比克\n我已经既不是天神，也不是比克。\n只是一个连真名都已忘记的\n那美克星人……
2400	pic	14	00002AFE	60	17	获得神与魔两股力量的比克，\n学会了能同时释放\n两种力量的招式。
2401	pic	14	00002AFE	67	12	\n获得究极技\n“神魔伏灭”！
2402	pic	14	00002AFE	68	12	\n比克体力变红时，\n将气力提升至150以上，\n面向上方同时按下X键＋A键！
2403	pic	15	00002717	10	17	比克打倒18号，\n阻止沙鲁进化为完全体，\n但沙鲁仍未放弃。
2404	pic	15	00002717	11	17	暗中吸收17号的沙鲁，\n正前往西都。
2405	pic	15	00002717	14	12	沙鲁\n呵呵呵呵……\n只要有龙珠，\n就能让18号复活……
2406	pic	15	00002717	21	12	\n地球虽然恢复和平，\n没能与沙鲁战斗的贝吉塔\n却无处施展力量。
2407	pic	15	00002717	22	12	\n就在此时，\n沙鲁出现在贝吉塔面前。
2408	pic	15	00002717	26	12	沙鲁\n贝吉塔……\n把宇宙飞船借给我。
2409	pic	15	00002717	29	12	贝吉塔\n你想干什么！？
2410	pic	15	00002717	32	12	沙鲁\n我要用那美克星的龙珠\n让18号复活。\n你也想与完全体的我战斗吧？
2411	pic	15	00002717	33	12	沙鲁\n比克与天神同化后，\n地球的龙珠\n已经无法使用了吧。
2412	pic	15	00002717	36	12	贝吉塔\n好吧……跟我来。
2413	pic	15	00002717	40	12	比克\n贝吉塔！\n等等！
2414	pic	15	00002717	50	12	\n一直寻找沙鲁的比克，\n感受到贝吉塔兴奋的气息，\n于是赶了过来。
2415	pic	15	00002717	61	12	贝吉塔\n比克……\n事到如今，这个垃圾要去宇宙\n又有什么关系。
2416	pic	15	00002717	62	12	贝吉塔\n如果他变强后回来，\n到时由本大爷打倒他。
2417	pic	15	00002717	65	12	比克\n你不明白沙鲁有多强吗！？\n……就算动用武力也要阻止你！
2418	pic	15	00002717	68	12	贝吉塔\n好啊。\n我早就看你不顺眼了。\n就在这里做个了断……！
2419	pic	16	00002AFF	11	12	比克\n唔……不愧是贝吉塔！\n不过……！
2420	pic	16	00002AFF	17	17	尽管处于劣势，\n比克仍向准备起飞的宇宙飞船\n发动攻击。
2421	pic	16	00002AFF	18	17	但终究没能赶上，\n宇宙飞船飞向高空，\n迅速远去。
2422	pic	17	00002718	11	17	比克为追赶沙鲁，\n与悟饭、丹迪一同\n前往新那美克星。
2423	pic	17	00002718	12	17	而贝吉塔也\n等不及沙鲁归来，\n动身前往那美克星。
2424	pic	17	00002718	13	17	然而此时，\n新的魔爪正伸向\n那美克星……
2425	pic	17	00002718	19	12	内兹\n啧……一个个都不肯\n说出龙珠的下落。
2426	pic	17	00002718	22	12	古拉\n不能杀死那美克星人。\n留他们活着，\n之后才能问出情报。
2427	pic	17	00002718	25	12	多雷\n是！
2428	pic	17	00002718	30	12	\n这时，搭载比克等人的\n宇宙飞船抵达了。
2429	pic	17	00002718	34	12	比克\n把你们肮脏的手拿开！
2430	pic	17	00002718	37	12	沙维扎\n什么人！
2431	pic	17	00002718	40	12	比克\n那美克星人……虽然是在地球长大的。
2432	pic	17	00002718	44	12	古拉\n胆敢妨碍我\n实现长生不老……\n绝不留你活口！
2433	pic	17	00002718	47	12	比克\n哼……放马过来。\n悟饭，上吧！
2434	pic	17	00002718	51	12	悟饭\n好！
2435	pic	18	00002B00	15	12	古拉\n啧……！\n这些家伙确实有两下子。
2436	pic	18	00002B00	18	12	比克\n悟饭！
2437	pic	18	00002B00	19	12	比克\n愤怒吧！！\n用愤怒释放真正的力量！！
2438	pic	18	00002B00	22	12	悟饭\n比克叔叔！
2439	pic	18	00002B00	23	12	悟饭\n唔……
2440	pic	18	00002B00	25	14	悟饭\n呜啊啊啊啊！
2441	pic	18	00002B00	35	12	悟饭\n魔闪光！
2442	pic	18	00002B00	38	12	比克\n杀炮！
2443	pic	18	00002B00	49	12	古拉\n哼！\n这种无聊的招式，\n难道你们以为我躲不开吗！！
2444	pic	18	00002B00	58	12	\n就在比克等人战斗时，\n一道神秘黑影逼近丹迪……
2445	pic	18	00002B00	60	12	沙鲁\n呵呵呵……到此为止。
2446	pic	18	00002B00	71	12	比克\n……沙鲁！\n可恶……竟然没察觉！
2447	pic	18	00002B00	72	12	比克\n悟饭！\n摧毁龙珠！
2448	pic	18	00002B00	83	12	沙鲁\n慢着……这家伙会死哦。
2449	pic	18	00002B00	94	12	悟饭\n丹迪！
2450	pic	18	00002B00	105	12	沙鲁\n如今地球的龙珠已经消失，\n要是破坏这里的龙珠，\n这家伙就无法复活……
2451	pic	18	00002B00	116	12	比克\n……知道了。\n放开丹迪。
2452	pic	18	00002B00	119	12	悟饭\n比克叔叔……
2453	pic	18	00002B00	122	12	比克\n贝吉塔也正赶来这颗星球。\n只能期待他了。
2454	pic	18	00002B00	136	17	沙鲁释放丹迪后，\n带着龙珠\n离开了。
2455	pic	18	00002B00	143	12	\n获得团队必杀技\n“魔闪光杀炮”！
2456	pic	18	00002B00	144	12	\n让比克与悟饭（超2）组队，\n在气力达到200的状态下，\n触碰团队必杀技按钮！
2457	pic	19	00002719	9	17	沙鲁与古拉\n在寻找龙珠期间\n暂时合作。
2458	pic	19	00002719	10	17	然而，两人都打算\n得到龙珠后\n杀掉对方。
2459	pic	19	00002719	11	17	另一方面，贝吉塔的宇宙飞船\n也抵达了那美克星。
2460	pic	19	00002719	27	12	贝吉塔\n古拉……？\n记得是弗利萨的哥哥。
2461	pic	19	00002719	30	12	比克\n必须先打倒那家伙。\n要是让他的手下寻找龙珠，\n会非常麻烦。
2462	pic	19	00002719	35	12	贝吉塔\n……哼，无聊的计划。\n我按自己的方式行动……
2463	pic	19	00002719	45	12	\n没能得到贝吉塔的协助，\n比克独自一人\n袭击古拉的宇宙飞船。
2464	pic	20	00002B01	8	17	在悟饭与丹迪的协助下，\n比克成功打倒\n古拉一伙。
2465	pic	20	00002B01	9	17	但趁这个机会，\n沙鲁已经集齐了\n第七颗龙珠。
2466	pic	20	00002B01	10	17	而且，他已经从\n那美克星人口中问出了\n召唤波仑伽的咒语。
2467	pic	20	00002B01	16	12	沙鲁\n出来吧！\n让18号复活，\n并把她带到这颗星球！
2468	pic	20	00002B01	22	17	就这样，沙鲁吸收18号，\n成为了完全体。
2469	pic	20	00002B01	23	17	感受到完全体庞大气息的贝吉塔，\n出现在沙鲁面前，\n向他发起挑战。
2470	pic	20	00002B01	30	12	\n新增角色\n“丹迪”！\n可在角色选择中使用！
2471	pic	21	0000271A	9	17	成为完全体的沙鲁\n实在太过强大。
2472	pic	21	0000271A	10	17	在贝吉塔做好赴死觉悟时，\n比克在千钧一发之际\n救下了他。
2473	pic	21	0000271A	16	12	贝吉塔\n谁让你救我了！\n放开！
2474	pic	21	0000271A	19	12	比克\n净说些任性的话……\n偶尔也听一次别人的！
2475	pic	21	0000271A	24	12	沙鲁\n呵呵呵……\n怎么，已经结束了吗？\n你们全部一起上也可以。
2476	pic	21	0000271A	27	12	比克\n那就如你所愿。\n我也不喜欢以多欺少，\n但对付怪物……别无选择。
2477	pic	21	0000271A	31	12	贝吉塔\n可恶……只有这一次！\n只和你们并肩战斗一次！\n这样就互不相欠了！明白吗！
2478	pic	21	0000271A	34	12	比克\n好，贝吉塔、悟饭！\n上！
2479	pic	22	00002B02	13	12	沙鲁\n什么……我竟然被压制！？
2480	pic	22	00002B02	16	12	比克\n好，就是现在！给他最后一击！\n同时发动攻击！
2481	pic	22	00002B02	19	12	贝吉塔\n别命令我！\n哈啊啊啊啊……！
2482	pic	22	00002B02	30	12	沙鲁\n怎、怎么可能！\n我竟然……！
2483	pic	22	00002B02	36	12	\n比克与贝吉塔释放的气\n将沙鲁彻底消灭。
2484	pic	22	00002B02	38	12	\n就这样，比克为那美克星\n夺回了和平。\n而且还得到了一位意外的协助者……
2485	pic	22	00002B02	40	12	贝吉塔\n少做多余的事……\n不用你来指挥，\n我也能打倒那家伙！
2486	pic	22	00002B02	43	12	比克\n你说什么！追根究底，\n做多余事情的人\n明明是你！
2487	pic	22	00002B02	55	12	丹迪\n悟饭……
2488	pic	22	00002B02	58	12	悟饭\n啊哈……\n他们两个一直都是这样，\n没事的！
2489	pic	22	00002B02	77	12	贝吉塔＆比克\n哼！
2490	pic	22	00002B02	94	12	\n获得团队必杀技\n“异端冲击”！
2491	pic	22	00002B02	95	12	\n让比克与贝吉塔（常态）组队，\n在气力达到200的状态下，\n触碰团队必杀技按钮！
2492	pic	23	00004E20	10	12	魔人布欧\n……呵呵呵呵！
2493	pic	23	00004E20	18	12	悟饭\n住手！
2494	pic	23	00004E20	32	17	悟饭赶来解救\n陷入危机的比克、悟天与特兰克斯。
2495	pic	23	00004E20	33	17	魔人布欧的威胁\n就此结束了吗！？\n战斗仍将无尽延续……
2496	trk	0	00002710	10	12	布尔玛\n喂喂，\n时间机器终于完成了。
2497	trk	0	00002710	11	12	布尔玛\n要不是研究所遭到破坏，\n本来应该能做出\n更完美的成品……
2498	trk	0	00002710	14	12	特兰克斯\n以我……现在的实力，\n应该能打倒人造人。
2499	trk	0	00002710	25	12	\n“现在插播一条\n有关人造人的最新消息。”
2500	trk	0	00002710	27	12	特兰克斯\n我去了！\n一定会打倒他们！
2501	trk	0	00002710	30	12	布尔玛\n等一下，特兰克斯！\n站住！
2502	trk	0	00002710	38	12	特兰克斯\n等着吧……人造人！
2503	trk	0	00002710	50	12	\n新增角色\n“超级赛亚人特兰克斯”！\n可在角色选择中使用！
2504	trk	1	00002AF8	10	12	特兰克斯\n妈妈说得没错。\n我和人造人的差距还是很大。\n老实说，能活着回来已经很幸运。
2505	trk	1	00002AF8	13	12	布尔玛\n你和妈妈一样，\n运气特别好。
2506	trk	1	00002AF8	21	12	特兰克斯\n伤好以后，\n我就立刻乘坐时间机器。
2507	trk	1	00002AF8	22	12	特兰克斯\n……孙悟空先生\n真的有那么强吗？
2508	trk	1	00002AF8	25	12	布尔玛\n他确实很强……\n而且不管事情有多么不可思议，\n总能想办法解决，是个很神奇的人。
2509	trk	1	00002AF8	28	12	特兰克斯\n我倒是更期待\n见到自己的父亲……
2510	trk	1	00002AF8	42	17	就这样，特兰克斯\n踏上了前往过去的旅程。
2511	trk	2	00002711	10	17	特兰克斯乘坐布尔玛制造的时间机器，\n穿越了时空。
2512	trk	2	00002711	11	17	为了先见到悟空，\n特兰克斯前往悟空\n从宇宙返回地球的地点。
2513	trk	2	00002711	18	12	特兰克斯\n就算打不倒人造人也没关系。\n最坏的情况，至少要找到弱点……
2514	trk	2	00002711	21	12	特兰克斯\n在那之前……先解决弗利萨。
2515	trk	2	00002711	29	12	机械弗利萨\n地球吗……\n还不错。
2516	trk	2	00002711	32	12	库尔德王\n要等那个超级赛亚人回来吗，\n弗利萨。
2517	trk	2	00002711	35	12	机械弗利萨\n当然……爸爸。
2518	trk	2	00002711	38	12	特兰克斯\n我是来杀你们的。\n哈啊！
2519	trk	2	00002711	44	12	特兰克斯\n超级赛亚人并非只有\n孙悟空先生一人……\n这里还有一个！
2520	trk	3	00002AF9	11	12	库尔德王\n干得不错……真精彩。\n竟然一瞬间就消灭了\n我的儿子弗利萨……
2521	trk	3	00002AF9	12	12	库尔德王\n怎么样……要不要代替弗利萨，\n成为我的儿子？
2522	trk	3	00002AF9	15	12	特兰克斯\n没兴趣。
2523	trk	3	00002AF9	26	17	库尔德王被特兰克斯一击\n彻底消灭。
2524	trk	3	00002AF9	27	17	目睹这一幕的贝吉塔等人，\n都掩饰不住震惊。
2525	trk	3	00002AF9	32	12	\n之后悟空抵达地球，\n特兰克斯告知众人，\n人造人的威胁即将在未来发生。
2526	trk	3	00002AF9	33	12	\n他也公开了自己\n是贝吉塔之子的事实。
2527	trk	3	00002AF9	35	12	特兰克斯\n三年后……\n我一定会来支援。
2528	trk	4	00002712	12	17	特兰克斯再次来到过去，\n历史却发生了细微变化。
2529	trk	4	00002712	13	17	从未见过的人造人，\n以及更加强大的17号与18号。
2530	trk	4	00002712	14	17	还有神秘生命体沙鲁……
2531	trk	4	00002712	15	17	沙鲁的出现令局势彻底改变。\n为了对抗不断增强力量的沙鲁，
2532	trk	4	00002712	16	17	特兰克斯与贝吉塔\n进入精神与时间之屋，\n获得了堪称终极的力量。
2533	trk	4	00002712	17	17	随后，贝吉塔与沙鲁正面对决。\n在贝吉塔压倒性的力量下，\n沙鲁已濒临死亡。
2534	trk	4	00002712	23	12	沙鲁\n可……可恶啊啊啊啊！\n只要……只要能\n成为完全体……！
2535	trk	4	00002712	26	12	贝吉塔\n……滚吧！\n打倒现在这副可怜模样的你，\n也没什么值得炫耀的。
2536	trk	4	00002712	29	12	特兰克斯\n……站住。\n爸爸放你走，\n我可不会放过你！
2537	trk	4	00002712	32	12	沙鲁\n嗯……那是18号！
2538	trk	4	00002712	35	12	特兰克斯\n喂——！\n沙鲁发现你了——！
2539	trk	4	00002712	45	12	\n发现18号的沙鲁，\n径直冲向她。
2540	trk	4	00002712	47	12	特兰克斯\n即使要打倒爸爸……\n我也一定要阻止他成为完全体！
2541	trk	4	00002712	50	12	贝吉塔\n……休想妨碍我！\n特兰克斯！
2542	trk	5	00002AFA	16	12	贝吉塔\n啧……特兰克斯这小子！
2543	trk	5	00002AFA	19	12	特兰克斯\n沙鲁……！\n休想得逞！
2544	trk	5	00002AFA	41	17	特兰克斯一击\n将沙鲁彻底消灭。
2545	trk	5	00002AFA	42	17	在特兰克斯的活跃下，\n沙鲁终于灭亡……
2546	trk	6	00002EE2	13	12	贝吉塔\n沙鲁正在变化……！\n所谓完全体\n终于要登场了吗！
2547	trk	6	00002EE2	43	12	沙鲁\n………
2548	trk	7	00002713	9	17	贝吉塔向完全体沙鲁发起挑战。\n然而，完全体的力量\n远远超出了他的想象。
2549	trk	7	00002713	10	17	成为完全体的沙鲁\n击败贝吉塔，将下一个目标\n锁定为特兰克斯。
2550	trk	7	00002713	16	12	克林\n特兰克斯……你已经\n跨越了贝吉塔没能跨越的那堵墙……\n对吧？
2551	trk	7	00002713	19	12	特兰克斯\n爸爸已经突破超级赛亚人的界限。\n但我甚至超越了\n那个境界……！
2552	trk	7	00002713	24	12	沙鲁\n呵呵呵呵……\n没错。我感兴趣的，\n正是你真正的力量。
2553	trk	7	00002713	27	12	克林\n特兰克斯，只有现在了！\n现在正是变成那个\n惊人超级赛亚人的时候！
2554	trk	7	00002713	30	12	特兰克斯\n我明……白……\n呜啊啊啊啊啊啊！
2555	trk	7	00002713	46	12	\n获得究极技\n“MAX爆裂炮”！
2556	trk	7	00002713	47	12	\n超级赛亚人特兰克斯体力变红时，\n将气力提升至150以上，\n面向侧方同时按下X键＋A键！
2557	trk	7	00002713	58	12	\n获得特殊能力\n“超级赛亚人1.5”！
2558	trk	7	00002713	59	12	\n使用超级赛亚人特兰克斯时，\n气力达到150以上时，\n按L键！
2559	trk	8	00002AFB	11	12	沙鲁\n哈——哈哈哈哈！\n真是天真……\n所谓的全力就只有这种程度吗。
2560	trk	8	00002AFB	14	12	克林\n你说什么……！？\n沙鲁刚才还没有动真格吗！
2561	trk	8	00002AFB	17	12	沙鲁\n只依靠力量的战斗方式，\n是赢不了我的……
2562	trk	8	00002AFB	31	17	沙鲁向特兰克斯提出几个问题后，\n决定举办沙鲁游戏。
2563	trk	8	00002AFB	32	17	悟空在沙鲁游戏中丧命，\n但觉醒真正力量的悟饭\n打倒了沙鲁……
2564	trk	9	00002714	10	17	沙鲁被打倒后，\n特兰克斯回到了自己的时代。
2565	trk	9	00002714	16	12	特兰克斯\n妈妈……我回来了！
2566	trk	9	00002714	19	12	布尔玛\n欢迎回来，特兰克斯！\n咦……你长高了好多！
2567	trk	9	00002714	30	12	\n特兰克斯向布尔玛\n讲述了事情的经过。
2568	trk	9	00002714	31	12	\n“现在插播一条\n有关人造人的消息。”
2569	trk	9	00002714	33	12	特兰克斯\n好，我出发了！\n也要让这个时代恢复和平！
2570	trk	9	00002714	50	12	特兰克斯\n你们到此为止。\n由我来解决。
2571	trk	10	00002AFC	11	12	17号\n为……为什么区区你\n能把18号……
2572	trk	10	00002AFC	14	12	特兰克斯\n刚才那一击是为了死去的同伴……\n接下来，是为悟饭哥哥报仇！
2573	trk	10	00002AFC	18	14	特兰克斯\n消失吧——！
2574	trk	10	00002AFC	31	12	特兰克斯\n……结束了。\n不，还没有。\n还剩下最关键的家伙……
2575	trk	10	00002AFC	40	12	\n获得特殊能力\n“愤怒”！
2576	trk	10	00002AFC	41	12	\n使用特兰克斯（常态）时，\n若对手中有人造人，\n按下L键！
2577	trk	11	00002715	11	12	特兰克斯\n我知道你就在那里\n……沙鲁！
2578	trk	11	00002715	12	12	特兰克斯\n你打算杀掉我、夺走时间机器，\n前往过去，\n吸收17号与18号吧！
2579	trk	11	00002715	15	12	沙鲁\n什么！？\n你为什么会知道……！！
2580	trk	11	00002715	18	12	特兰克斯\n西都的重建已经很有进展。\n换个地方吧……
2581	trk	11	00002715	19	12	特兰克斯\n哈！
2582	trk	11	00002715	30	12	特兰克斯\n绝不会让你前往过去！
2583	trk	12	00002AFD	11	12	特兰克斯\n彻底消失吧！\n沙鲁！
2584	trk	12	00002AFD	21	14	沙鲁\n可……可恶……\n哦哦哦……！！
2585	trk	13	00002716	9	17	前往过去的前一晚……\n特兰克斯回想起\n与悟饭一同修行的日子……
2586	trk	13	00002716	15	12	特兰克斯\n终于是明天了……\n要是我能拥有更强的力量……
2587	trk	13	00002716	16	12	特兰克斯\n悟饭哥哥现在……
2588	trk	13	00002716	25	12	特兰克斯\n哈啊！
2589	trk	13	00002716	26	12	特兰克斯\n呀！
2590	trk	13	00002716	29	12	悟饭\n好……不错！\n特兰克斯！
2591	trk	13	00002716	30	12	悟饭\n进步很大啊，\n特兰克斯。\n再过不久就要超过我了。
2592	trk	13	00002716	33	12	特兰克斯\n悟饭哥哥，\n再陪我练一次吧！
2593	trk	13	00002716	36	12	悟饭\n好，可以。\n在那之前，我教你一招厉害的。
2594	trk	13	00002716	53	12	\n获得究极技\n“爆裂剑”！
2595	trk	13	00002716	54	12	\n特兰克斯（常态）体力变红时，\n将气力提升至150以上，\n面向侧方同时按下X键＋A键！
2596	trk	14	00002AFE	12	12	悟饭\n……嗯！？
2597	trk	14	00002AFE	22	12	特兰克斯\n人造人又来了吗！
2598	trk	14	00002AFE	25	12	悟饭\n可恶……绝不放过他们！
2599	trk	14	00002AFE	28	12	特兰克斯\n悟饭哥哥……我也去！
2600	trk	14	00002AFE	31	12	悟饭\n不行！要是连你也死了，\n就再也没有战士能保护地球。\n最后的希望也会……！
2601	trk	14	00002AFE	45	17	随后……悟饭死去了。\n特兰克斯继续修行，\n不断变得更强。
2602	trk	15	00002717	10	17	特兰克斯打倒了沙鲁，\n但时间机器的能量\n还需要一段时间才能充满。
2603	trk	15	00002717	16	12	悟饭\n特兰克斯……关于未来的我，\n可以告诉我一些吗？
2604	trk	15	00002717	19	12	特兰克斯\n悟饭哥哥是一位优秀的战士，\n既强大又温柔。\n是您教会我如何战斗。
2605	trk	15	00002717	22	12	悟饭\n这样啊……\n感觉真奇妙。\n像在听另一个人的故事。
2606	trk	15	00002717	25	12	特兰克斯\n而且……\n我还和悟饭哥哥一起研究过剑术。
2607	trk	15	00002717	28	12	悟饭\n现在的我个子还不够高，\n……做不到吧。
2608	trk	15	00002717	31	12	特兰克斯\n啊哈哈哈。\n您很快就会长大的。
2609	trk	15	00002717	35	12	布尔玛\n喂，特兰克斯！\n你准备在这里待到什么时候？
2610	trk	15	00002717	38	12	特兰克斯\n大概再待一周……\n嗯！？……那是什么！？
2611	trk	15	00002717	52	12	\n特兰克斯抬头望去，\n一艘巨大的宇宙飞船悬在空中。
2612	trk	15	00002717	53	12	\n从宇宙飞船中走出的，\n是弗利萨的哥哥古拉。
2613	trk	15	00002717	55	12	古拉\n赛亚人……是你杀了我弟弟弗利萨\n和父亲库尔德王吗！？
2614	trk	15	00002717	58	12	特兰克斯\n是又怎么样！？
2615	trk	15	00002717	61	12	古拉\n可恶的赛亚人，\n一个不留地消灭……
2616	trk	15	00002717	78	12	\n获得团队必杀技\n“双剑斩”！
2617	trk	15	00002717	79	12	\n让特兰克斯（常态）与悟饭（青年）组队，\n在气力达到200的状态下，\n触碰团队必杀技按钮！
2618	trk	16	00002AFF	12	12	悟饭\n成功了！\n特兰克斯……
2619	trk	16	00002AFF	15	12	特兰克斯\n是……\n多亏了悟饭哥哥。
2620	trk	16	00002AFF	29	17	古拉被打倒了。\n但特兰克斯心中\n仍残留些许不安。
2621	trk	17	00002718	11	17	返回未来之前，\n特兰克斯被布尔玛带到街上。
2622	trk	17	00002718	17	12	布尔玛\n难得我们是母子，\n至少得一起\n逛逛街嘛。
2623	trk	17	00002718	20	12	特兰克斯\n是……是。
2624	trk	17	00002718	23	12	布尔玛\n机会难得，也给你买些衣服。\n反正你回到未来后，\n也没有什么像样的衣服吧？
2625	trk	17	00002718	26	12	特兰克斯\n……嗯，算是吧。
2626	trk	17	00002718	36	12	\n就在这时，\n特兰克斯的视线捕捉到了18号。
2627	trk	17	00002718	38	12	特兰克斯\n妈妈……退后。
2628	trk	17	00002718	39	12	特兰克斯\n18号……\n想在街上战斗吗？
2629	trk	17	00002718	42	12	18号\n没有……\n我已经对战斗没什么兴趣了。
2630	trk	17	00002718	43	12	18号\n你要是想打，\n我也可以奉陪。
2631	trk	17	00002718	46	12	特兰克斯\n现在人太多……\n如果你没有战意，\n我也不会出手。
2632	trk	17	00002718	49	12	18号\n我倒也想这样……\n不过，你似乎有客人来了。
2633	trk	17	00002718	60	12	\n抬头望去，\n空中出现了无数古拉。
2634	trk	17	00002718	62	12	特兰克斯\n那些是……！？
2635	trk	17	00002718	67	12	金属古拉\n我借助比克高星的科技\n重新复活，成为金属古拉！\n我要消灭赛亚人！
2636	trk	17	00002718	70	12	18号\n卖衣服的地方被毁了也挺让人不爽……\n我来帮你。
2637	trk	18	00002B00	11	17	在18号的协助以及\n赶来的悟空等人合力之下，\n所有金属古拉都被消灭。
2638	trk	18	00002B00	17	12	特兰克斯\n……看来你们确实不同。\n和我那个时代的人造人不一样。
2639	trk	18	00002B00	20	12	18号\n我只会在想战斗时战斗。\n一年到头和人打架，\n我可受不了。
2640	trk	18	00002B00	34	17	就这样，特兰克斯返回了未来。
2641	trk	18	00002B00	35	17	对一直生活在战斗中的\n特兰克斯来说，\n在过去度过的时光弥足珍贵。
2642	trk	18	00002B00	38	12	特兰克斯\n过去的人造人确实不同。\n但在未来，我绝不会手下留情！\n我要替悟饭哥哥报仇！
2643	trk	19	00002719	12	17	悟饭打倒沙鲁后数日，\n特兰克斯开始准备\n返回未来……
2644	trk	19	00002719	18	12	贝吉塔\n……等等。
2645	trk	19	00002719	21	12	特兰克斯\n爸爸……
2646	trk	19	00002719	24	12	贝吉塔\n听说你已经突破赛亚人的界限。\n让我试试你的力量。
2647	trk	19	00002719	27	12	特兰克斯\n……好！
2648	trk	19	00002719	37	12	\n对贝吉塔来说，\n这场战斗是比言语更有力的告别。
2649	trk	19	00002719	38	12	\n……然而！
2650	trk	19	00002719	40	12	帕拉伽斯\n你就是贝吉塔王子吗！
2651	trk	19	00002719	43	12	贝吉塔\n什么人！
