priority	code_hex	native_character	page	x0	y0	x1	y1	status	original_status	safety_tier	arm9_aligned_le_hits	arm7_aligned_le_hits	warning
579	9643	砲	4	165	225	179	239	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
580	964B	訪	4	195	225	209	239	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
581	964F	飽	4	225	225	239	239	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
582	9656	坊	4	15	240	29	254	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
583	965B	房	4	60	240	74	254	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
584	9664	謀	4	150	240	164	254	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
585	966C	僕	4	195	240	209	254	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
586	966F	撲	4	210	240	224	254	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
587	9688	毎	5	120	0	134	14	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
588	969E	満	5	225	0	239	14	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
589	96B2	夢	5	90	15	104	29	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
590	96BA	娘	5	135	15	149	29	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
591	96C0	迷	5	195	15	209	29	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
592	96C5	滅	5	225	15	239	29	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
593	96D9	黙	5	45	30	59	44	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
594	96DF	戻	5	75	30	89	44	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
595	96F1	約	5	195	30	209	44	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
596	96F4	躍	5	240	30	254	44	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
597	9754	裕	5	90	45	104	59	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
598	9755	誘	5	105	45	119	59	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
599	9756	遊	5	120	45	134	59	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
600	976C	様	5	15	60	29	74	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
601	9774	葉	5	60	60	74	74	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
602	977A	陽	5	90	60	104	74	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
603	977B	養	5	105	60	119	74	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
604	977D	抑	5	120	60	134	74	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
605	9782	翌	5	150	60	164	74	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
606	978A	頼	5	195	60	209	74	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
607	9792	嵐	5	0	75	14	89	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
608	97B4	龍	5	165	75	179	89	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
609	97B6	慮	5	180	75	194	89	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
610	97C7	良	5	0	90	14	104	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
611	97DE	類	5	60	90	74	104	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
612	97E1	例	5	90	90	104	104	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
613	97F0	歴	5	135	90	149	104	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
614	97FB	練	5	225	90	239	104	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
615	984A	労	5	30	105	44	119	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
616	9862	話	5	180	105	194	119	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
617	9BB3	峙	5	30	120	44	134	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
618	E94C	餃	5	240	120	254	134	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
619	8150	￣	0	45	90	59	104	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
620	815E	／	0	150	90	164	104	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
621	817C	−	0	225	105	239	119	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
622	817E	×	0	240	105	254	119	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
623	81AA	↑	0	120	135	134	149	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
624	8380	ム	1	90	75	104	89	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
625	88EE	稲	1	30	135	44	149	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
626	8949	迂	1	150	135	164	149	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
627	89B9	音	1	120	165	134	179	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
628	89EE	介	1	225	180	239	194	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
629	8A79	楽	1	165	210	179	224	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
630	8ABF	漢	1	135	225	149	239	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
631	8AC4	監	1	165	225	179	239	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
632	8BAD	強	2	45	45	59	59	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
633	8C9F	検	2	150	105	164	119	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
634	8DF0	昨	2	210	195	224	209	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
635	8ECC	捨	3	15	15	29	29	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
636	8EF5	寿	3	45	30	59	44	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
637	8F51	讐	3	195	30	209	44	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
638	8F87	順	3	240	45	254	59	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
639	918D	総	3	150	195	164	209	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
640	9287	仲	4	90	15	104	29	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
641	92CB	塚	4	195	30	209	44	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
642	9446	認	4	150	105	164	119	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
643	967C	翻	5	15	0	29	14	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	0	1	Valid only for the current full-Chinese translation snapshot.
644	8158	々	0	105	90	119	104	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	0	2	Valid only for the current full-Chinese translation snapshot.
645	8194	＃	0	165	120	179	134	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	2	Valid only for the current full-Chinese translation snapshot.
646	8261	Ｂ	0	240	150	254	164	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	0	2	Valid only for the current full-Chinese translation snapshot.
647	975C	予	5	150	45	164	59	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	0	3	Valid only for the current full-Chinese translation snapshot.
648	8D5C	構	2	165	150	179	164	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	0	6	Valid only for the current full-Chinese translation snapshot.
649	8144	．	0	144	75	158	89	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
650	8154	ゝ	0	90	90	104	104	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
651	815F	＼	0	165	90	179	104	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
652	8183	＜	0	45	120	59	134	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
653	818F	￥	0	105	120	119	134	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
654	8196	＊	0	195	120	209	134	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
655	81A1	■	0	60	135	74	149	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
656	8250	１	0	90	150	104	164	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
657	8251	２	0	105	150	119	164	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
658	8252	３	0	120	150	134	164	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
659	8256	７	0	180	150	194	164	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
660	8258	９	0	210	150	224	164	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
661	8260	Ａ	0	225	150	239	164	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
662	8262	Ｃ	0	0	165	14	179	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
663	8263	Ｄ	0	15	165	29	179	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
664	8264	Ｅ	0	30	165	44	179	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
665	8266	Ｇ	0	60	165	74	179	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
666	8269	Ｊ	0	105	165	119	179	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
667	826A	Ｋ	0	120	165	134	179	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
668	826C	Ｍ	0	150	165	164	179	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
669	826F	Ｐ	0	195	165	209	179	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
670	8272	Ｓ	0	240	165	254	179	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
671	8276	Ｗ	0	45	180	59	194	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
672	8284	ｄ	0	150	180	164	194	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
673	8285	ｅ	0	165	180	179	194	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
674	8286	ｆ	0	180	180	194	194	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
675	8292	ｒ	0	105	195	119	209	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
676	8293	ｓ	0	120	195	134	209	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
677	8294	ｔ	0	135	195	149	209	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
678	829A	ｚ	0	225	195	239	209	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
679	82A0	あ	0	0	210	14	224	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
680	82A2	い	0	30	210	44	224	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
681	82A8	お	0	120	210	134	224	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
682	82AC	ぎ	0	180	210	194	224	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
683	82B1	こ	0	0	225	14	239	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
684	82B2	ご	0	15	225	29	239	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
685	82B8	ず	0	105	225	119	239	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
686	82BD	た	0	180	225	194	239	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
687	82BE	だ	0	195	225	209	239	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
688	82BF	ち	0	210	225	224	239	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
689	82C0	ぢ	0	225	225	239	239	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
690	82C3	づ	0	15	240	29	254	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
691	82C7	ど	0	75	240	89	254	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
692	82D0	ひ	0	210	240	224	254	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
693	82D5	ぷ	1	30	0	44	14	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
694	82D7	べ	1	60	0	74	14	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
695	82DC	ま	1	135	0	149	14	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
696	82DD	み	1	150	0	164	14	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
697	82DF	め	1	180	0	194	14	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
698	82E1	ゃ	1	210	0	224	14	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
699	82E4	ゆ	1	0	15	14	29	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
700	82F1	ん	1	150	15	164	29	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
701	8343	イ	1	210	15	224	29	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
702	8348	ォ	1	30	30	44	44	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
703	834C	キ	1	90	30	104	44	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
704	835C	ソ	1	75	45	89	59	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
705	8362	ッ	1	165	45	179	59	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
706	8366	デ	1	225	45	239	59	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
707	8368	ド	1	0	60	14	74	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
708	836B	ヌ	1	45	60	59	74	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
709	8370	パ	1	120	60	134	74	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
710	8378	ベ	1	240	60	254	74	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
711	8384	ヤ	1	150	75	164	89	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
712	8388	ヨ	1	210	75	224	89	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
713	838C	レ	1	15	90	29	104	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
714	838F	ワ	1	45	90	59	104	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
715	8392	ヲ	1	60	90	74	104	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
716	83C3	ε	1	165	90	179	104	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
717	8448	З	1	0	105	14	119	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
718	88A2	阿	1	150	105	164	119	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
719	88A4	愛	1	165	105	179	119	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
720	88C4	案	1	0	120	14	134	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
721	88E1	違	1	180	120	194	134	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
722	88F9	飲	1	90	135	104	149	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
723	8959	浦	1	195	135	209	149	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
724	895C	噂	1	210	135	224	149	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
725	8998	汚	1	210	150	224	164	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
726	8A4B	階	1	210	195	224	209	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
727	8A7A	額	1	180	210	194	224	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
728	8ACC	肝	1	210	225	224	239	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
729	8AE7	顔	1	105	240	119	254	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
730	8B41	帰	2	45	0	59	14	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
731	8B46	祈	2	75	0	89	14	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
732	8B50	輝	2	165	0	179	14	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
733	8B60	義	2	30	15	44	29	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
734	8B7B	宮	2	210	15	224	29	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
735	8BEC	駆	2	195	60	209	74	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
736	8C4A	繰	2	60	75	74	89	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
737	8C57	係	2	135	75	149	89	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
738	8C6F	経	2	75	90	89	104	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
739	8C76	計	2	105	90	119	104	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
740	8C78	警	2	120	90	134	104	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
741	8C97	圏	2	75	105	89	119	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
742	8CA9	見	2	240	105	254	119	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
743	8CB1	験	2	15	120	29	134	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
744	8CBB	現	2	90	120	104	134	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
745	8CEE	乞	2	135	135	149	149	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
746	8D96	獄	2	180	165	194	179	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
747	8DC3	催	2	165	180	179	194	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
748	8E44	札	2	45	210	59	224	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
749	8E49	鯖	2	90	210	104	224	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
750	8E74	師	2	180	225	194	239	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
751	8EBF	質	3	195	0	209	14	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
752	9051	寝	3	60	105	74	119	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
753	906A	針	3	15	120	29	134	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
754	907B	須	3	90	120	104	134	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
755	90CD	析	3	105	150	119	164	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
756	90E0	説	3	30	165	44	179	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
757	9140	繊	3	225	165	239	179	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
758	9149	選	3	30	180	44	194	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
759	9166	素	3	180	180	194	194	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
760	917C	掃	3	75	195	89	209	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
761	919E	憎	3	0	210	14	224	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
762	91BA	村	3	0	225	14	239	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
763	91CA	駄	3	75	225	89	239	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
764	91D1	帯	3	135	225	149	239	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
765	91D4	態	3	165	225	179	239	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
766	91F0	択	3	90	240	104	254	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
767	91F2	沢	3	105	240	119	254	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
